headword,CEFR,lemma,pos,spanish
web,A2,web,PROPN,web
web page,A2,web,NOUN,Página web
webcam,B1,webcam,PROPN,cámara web
website,A2,website,NOUN,sitio web
wed,B2,we,PRON,casarse
wedding,A2,wedding,NOUN,boda
Wednesday,A1,Wednesday,PROPN,Miércoles
weed,B2,weed,NOUN,hierba
week,A1,week,NOUN,semana
weekday,A2,weekday,NOUN,día laborable
weekend,A1,weekend,NOUN,fin de semana
weekly,A2,weekly,PROPN,semanalmente
weekly,A2,weekly,PROPN,semanalmente
weep,A2,weep,VERB,llorar
weigh,A2,weigh,VERB,pesar
weight,A2,weight,NOUN,peso
weird,B1,weird,ADJ,extraño
welcome,B1,welcome,VERB,bienvenido
welcome,A1,welcome,VERB,bienvenido
welcome,B2,welcome,VERB,bienvenido
welcome,A1,welcome,VERB,bienvenido
welfare,B2,welfare,NOUN,bienestar
well,A1,well,ADV,Bueno
well,A1,well,ADV,Bueno
well-balanced,B2,well,ADV,bien equilibrado
well-built,B2,well,ADV,bien construido
well-dressed,B1,well,ADV,bien vestido
well-known,A2,well,ADV,bien conocido
well-organized/well-organised,B2,well,ADV,bien organizado/bien organizado
well-paid,B2,well,ADV,bien pagado
were,A1,be,AUX,eran
west,A2,west,PROPN,Oeste
west,A2,west,PROPN,Oeste
west,A2,west,PROPN,Oeste
western,B2,western,ADJ,occidental
westward,B1,westward,ADV,hacia el oeste
wet,A2,wet,PROPN,húmedo
wetland,B1,wetland,PROPN,humedal
whale,B1,whale,NOUN,ballena
what,A1,what,PRON,qué
what,A1,what,PRON,qué
whatever,A2,whatever,PRON,lo que
whatever,B1,whatever,PRON,lo que
wheat,B2,wheat,NOUN,trigo
wheel,A1,wheel,NOUN,rueda
wheelchair,A2,wheelchair,PROPN,silla de ruedas
when,A1,when,SCONJ,cuando
when,A1,when,SCONJ,cuando
whenever,B1,whenever,SCONJ,cuando sea
whenever,B1,whenever,SCONJ,cuando sea
where,A1,where,SCONJ,dónde
where,A1,where,SCONJ,dónde
whereas,B2,whereas,SCONJ,mientras
wherever,B1,wherever,SCONJ,lo que sea
whether,B1,whether,SCONJ,si
which,A1,which,PRON,cual
which,A1,which,PRON,cual
whichever,B1,whichever,PRON,cualquiera
whichever,B2,whichever,PRON,cualquiera
while,A2,while,SCONJ,mientras
while,B1,while,SCONJ,mientras
whip,B2,whip,NOUN,látigo
whiskey/whisky,B2,whiskey,NOUN,whisky/whisky
whisper,B1,whisper,NOUN,susurro
whisper,B2,whisper,NOUN,susurro
whistle,B1,whistle,ADJ,silbar
whistle,B2,whistle,ADJ,silbar
white,A1,white,ADJ,blanco
white,A1,white,ADJ,blanco
who,A1,who,PRON,OMS
whoever,B1,whoever,PRON,quien
whole,A2,whole,ADJ,entero
whole,B1,whole,ADJ,entero
whom,A2,whom,PRON,a quien
whose,A1,whose,DET,cuyo
whose,A1,whose,DET,cuyo
why,A1,why,SCONJ,por qué
wide,A2,wide,ADV,ancho
wide,A2,wide,ADV,ancho
widely,A2,widely,ADV,ampliamente
widen,B2,widen,PROPN,ensanchar
widespread,B1,widespread,ADJ,generalizado
widow,B2,widow,NOUN,viuda
width,B2,width,NOUN,ancho
wife,A1,wife,NOUN,esposa
wild,A2,wild,ADJ,salvaje
wilderness,B2,wilderness,NOUN,desierto
wildlife,B1,wildlife,NOUN,fauna
wildly,B1,wildly,ADV,salvajemente
will,A1,will,AUX,voluntad
will,B2,will,AUX,voluntad
willing,B2,willing,ADJ,deseoso
willingly,B2,willingly,ADV,de buena gana
willingness,B1,willingness,NOUN,voluntad
win,B2,win,VERB,ganar
win,A1,win,VERB,ganar
wind,A1,wind,NOUN,viento
wind,B2,wind,NOUN,viento
winding,B2,wind,VERB,devanado
window,A1,window,NOUN,ventana
windscreen,B1,windscreen,ADV,parabrisas
windshield,B2,windshield,NOUN,parabrisas
windsurfing,B1,windsurfing,NOUN,tabla a vela
windy,A2,windy,ADJ,ventoso
wine,A2,wine,NOUN,vino
wing,B1,wing,NOUN,ala
wink,B2,wink,PROPN,guiño
winner,A2,winner,NOUN,ganador
winter,A1,winter,NOUN,invierno
wipe,B2,wipe,VERB,limpiar
wire,B1,wire,NOUN,cable
wire,B2,wire,NOUN,cable
wisdom,A2,wisdom,NOUN,sabiduría
wise,A2,wise,ADJ,inteligente
wish,A1,wish,VERB,desear
wish,A2,wish,VERB,desear
wit,B2,wit,NOUN,ingenio
with,A1,with,ADP,con
withdraw,B2,withdraw,VERB,retirar
withdrawal,B2,withdrawal,PROPN,retiro
wither,B1,wither,PROPN,marchitar
within,A2,within,ADP,dentro
without,A2,without,ADP,sin
witness,B2,witness,NOUN,testigo
witness,B1,witness,NOUN,testigo
witty,B2,witty,PROPN,ingenioso
wizard,B1,wizard,NOUN,mago
wolf,B2,wolf,PROPN,lobo
woman,A1,woman,NOUN,mujer
wonder,B1,wonder,NOUN,preguntarse
wonder,A2,wonder,NOUN,preguntarse
wonderful,A1,wonderful,ADJ,maravilloso
wondrous,B2,wondrous,ADJ,maravilloso
wood,A2,wood,NOUN,madera
woodcarving,B2,woodcarve,VERB,tallado en madera
wooden,A2,wooden,ADJ,de madera
wool,A2,wool,NOUN,lana
word,A1,word,NOUN,palabra
wordlessly,B2,wordlessly,ADV,sin palabras
work,A1,work,VERB,trabajar
work,A1,work,VERB,trabajar
workaholic,B2,workaholic,NOUN,trabajador obsesivo
workbench,B2,workbench,NOUN,banco de trabajo
worker,A1,worker,NOUN,obrero
working,B1,work,VERB,laboral
workman,B2,workman,PROPN,obrero
workout,B1,workout,NOUN,ejercicio
workplace,B1,workplace,NOUN,lugar de trabajo
workshop,B1,workshop,NOUN,taller
worktable,B2,worktable,ADJ,mesa de trabajo
world,A1,world,NOUN,mundo
worldly,B2,worldly,ADV,mundano
worldview,B2,worldview,PROPN,cosmovisión
worldwide,B2,worldwide,ADV,mundial
worldwide,A2,worldwide,ADV,mundial
worm,B2,worm,NOUN,gusano
worn,B1,wear,VERB,gastado
wornout/worn out/worn-out,B2,wornout,NOUN,desgastado/desgastado/desgastado
worried,A2,worry,VERB,preocupado
worry,A1,worry,VERB,preocuparse
worry,A2,worry,VERB,preocuparse
worrying,B2,worry,VERB,preocupante
worse,A2,bad,ADJ,peor
worse,A2,bad,ADJ,peor
worse,B2,bad,ADJ,peor
worsen,B2,worsen,VERB,empeorar
worship,B2,worship,VERB,culto
worst,A2,worst,ADV,el peor
worst,B2,worst,ADV,el peor
worst,B1,worst,ADV,el peor
worth,B1,worth,ADJ,valer
worthless,B2,worthless,ADJ,sin valor
worthwhile,B1,worthwhile,ADJ,vale la pena
worthy,B1,worthy,ADJ,valioso
would,A1,would,AUX,quería
wound,B1,wound,VERB,herida
wound,B2,wound,VERB,herida
wrap,B1,wrap,NOUN,envoltura
wrap,B1,wrap,NOUN,envoltura
wrapping,B1,wrap,VERB,envase
wreck,B2,wreck,NOUN,naufragio
wrist,B1,wrist,NOUN,muñeca
wristwatch,B1,wristwatch,PROPN,reloj de pulsera
write,A1,write,VERB,escribir
writer,A1,writer,NOUN,escritor
writing,A2,write,VERB,escribiendo
written,B1,write,VERB,escrito
wrong,A1,wrong,ADJ,equivocado
wrong,A2,wrong,ADJ,equivocado
wrongly,B2,wrongly,ADV,incorrectamente
X-ray,B2,X,NOUN,radiografía
yacht,B2,yacht,NOUN,yate
yard,A1,yard,NOUN,patio
yawn,B2,yawn,NOUN,bostezo
yawn,B2,yawn,NOUN,bostezo
yeah,A2,yeah,INTJ,sí
year,A1,year,NOUN,año
yearn,B2,yearn,VERB,añorar
yell,B1,yell,VERB,gritar
yell,B2,yell,VERB,gritar
yellow,A1,yellow,ADJ,amarillo
yellow,A1,yellow,ADJ,amarillo
yes,A1,yes,INTJ,Sí
yesterday,A1,yesterday,NOUN,ayer
yet,A1,yet,ADV,todavía
yet,B1,yet,ADV,todavía
yield,B2,yield,NOUN,producir
yoga,B1,yoga,NOUN,yoga
yogurt/yoghurt,A1,yogurt,PROPN,yogur/yogur
you,A1,you,PRON,tú
young,A1,young,ADJ,joven
your,A1,your,PRON,su
yours,A1,your,NOUN,tuyo
yourself,A1,yourself,PRON,tú mismo
youth,A2,youth,NOUN,juventud
youthful,B2,youthful,ADJ,juvenil
yummy,B2,yummy,ADJ,delicioso
zebra,B2,zebra,NOUN,cebra
zip,B2,zip,PROPN,cremallera
zone,A2,zone,NOUN,zona
zoo,A1,zoo,PROPN,zoo
zoom,B2,zoom,VERB,zoom
exterior,C1,exterior,NOUN,exterior
cloak,C1,cloak,VERB,capa
timid,C1,timid,VERB,tímido
reluctantly,C1,reluctantly,ADV,de mala gana
complexity,C1,complexity,NOUN,complejidad
concur,C1,concur,NOUN,concurrir
avid,C1,avid,PROPN,ávido
marvel,C1,marvel,NOUN,maravilla
wing,C1,wing,NOUN,ala
enviable,C1,enviable,ADJ,envidiable
organizational,C1,organizational,ADJ,organizativo
psychiatrist,C1,psychiatrist,PROPN,psiquiatra
psychiatric,C1,psychiatric,PROPN,psiquiátrico
clinical,C1,clinical,ADJ,clínico
corps,C1,corps,PROPN,cuerpo
forensic,C1,forensic,ADJ,forense
juvenile,C1,juvenile,ADJ,juvenil
juvenile,C1,juvenile,ADJ,juvenil
jurisdiction,C1,jurisdiction,PROPN,jurisdicción
accustomed,C1,accustom,VERB,acostumbrado
trauma,C1,trauma,VERB,trauma
traumatic,C1,traumatic,ADJ,traumático
constraint,C1,constraint,NOUN,restricción
revealing,C1,reveal,VERB,revelador
eccentric,C1,eccentric,ADJ,excéntrico
sanctity,C1,sanctity,NOUN,santidad
conform,C1,conform,VERB,ajustarse
norms,C1,norm,NOUN,normas
quirk,C1,quirk,PROPN,capricho
oddity,C1,oddity,NOUN,rareza
compel,C1,compel,VERB,obligar
compulsion,C1,compulsion,NOUN,compulsión
conceive,C1,conceive,VERB,concebir
conceivable,C1,conceivable,ADJ,concebible
assertion,C1,assertion,NOUN,afirmación
individuality,C1,individuality,NOUN,individualidad
psyche,C1,psyche,NOUN,Psique
conformity,C1,conformity,NOUN,conformidad
unconventional,C1,unconventional,ADJ,poco convencional
congregate,C1,congregate,NOUN,congregarse
rally,C1,rally,NOUN,reunión
resent,C1,resent,VERB,resentirse de
self-conscious,C1,self,NOUN,consciente de sí mismo
wary,C1,wary,ADJ,cauteloso
stoke,C1,stoke,PROPN,cebar
dynamically,C1,dynamically,ADV,dinamicamente
hostess,C1,hostess,PROPN,anfitriona
perpetuate,C1,perpetuate,NOUN,perpetuar
naturalness,C1,naturalness,NOUN,naturalidad
exhibitionist,C1,exhibitionist,NOUN,exhibicionista
isolate,C1,isolate,VERB,aislar
isolated,C1,isolate,VERB,aislado
humble,C1,humble,ADJ,humilde
humble,C1,humble,ADJ,humilde
refreshingly,C1,refreshingly,ADV,refrescantemente
effortless,C1,effortless,NOUN,fácil
vegetation,C1,vegetation,NOUN,vegetación
brief,C1,brief,ADJ,breve
respite,C1,respite,NOUN,respiro
suffice,C1,suffice,VERB,satisfacer
purity,C1,purity,NOUN,pureza
gruelling,C1,gruelle,VERB,agotador
cast,C1,cast,VERB,elenco
cast,C1,cast,VERB,elenco
cast,C1,cast,VERB,elenco
comprise,C1,comprise,VERB,comprender
plaster,C1,plaster,NOUN,yeso
plaster,C1,plaster,NOUN,yeso
darkroom,C1,darkroom,NOUN,cuarto oscuro
induct,C1,induct,VERB,instalar
induction,C1,induction,NOUN,inducción
stock,C1,stock,NOUN,existencias
fossil,C1,fossil,NOUN,fósil
geological,C1,geological,ADJ,geológico
geologically,C1,geologically,ADV,geológicamente
house,C1,house,PROPN,casa
specimen,C1,speciman,NOUN,muestra
enormously,C1,enormously,ADV,enormemente
gem,C1,gem,PROPN,joya
explanatory,C1,explanatory,ADJ,explicativo
vertical,C1,vertical,PROPN,vertical
knowledgeable,C1,knowledgeable,ADJ,experto
ordinarily,C1,ordinarily,ADV,ordinariamente
hanging,C1,hang,VERB,colgante
hanging,C1,hang,VERB,colgante
tomb,C1,tomb,PROPN,tumba
formulate,C1,formulate,VERB,formular
resin,C1,resin,NOUN,resina
sacrifice,C1,sacrifice,NOUN,sacrificio
sacrifice,C1,sacrifice,NOUN,sacrificio
cleanly,C1,cleanly,ADV,limpiamente
endorsement,C1,endorsement,NOUN,aprobación
stretching,C1,stretch,VERB,extensión
continuity,C1,continuity,NOUN,continuidad
shambles,C1,shamble,NOUN,ruinas
claustrophobic,C1,claustrophobic,NOUN,claustrófobo
claustrophobia,C1,claustrophobia,PROPN,claustrofobia
headstrong,C1,headstrong,PROPN,voluntarioso
tact,C1,tact,NOUN,tacto
tactful,C1,tactful,ADJ,diplomático
tactfully,C1,tactfully,ADV,con tacto
blister,C1,blister,PROPN,ampolla
blister,C1,blister,PROPN,ampolla
sponsorship,C1,sponsorship,NOUN,patrocinio
ego,C1,ego,PROPN,ego
class,C1,class,NOUN,clase
saloon,C1,saloon,VERB,salón
lap,C1,lap,NOUN,regazo
beforehand,C1,beforehand,ADV,antemano
slob,C1,slob,NOUN,haragán
coverage,C1,coverage,NOUN,cobertura
unplug,C1,unplug,PROPN,desenchufar
gadget,C1,gadget,NOUN,artilugio
rediscover,C1,rediscover,PROPN,redescubrir
subtly,C1,subtly,ADV,sutilmente
brainwash,C1,brainwash,PROPN,lavar el cerebro
brainwashing,C1,brainwash,VERB,lavado del cerebro
implicate,C1,implicate,PROPN,implicar
craft,C1,craft,VERB,artesanía
malfunction,C1,malfunction,NOUN,Funcionamiento defectuoso
dependent,C1,dependent,ADJ,dependiente
wayside,C1,wayside,ADV,borde del camino
expire,C1,expire,VERB,expirar
con,C1,con,PROPN,estafa
con,C1,con,PROPN,estafa
puzzle,C1,puzzle,NOUN,rompecabezas
damply,C1,damply,ADV,húmedamente
ghostly,C1,ghostly,ADV,fantasmal
carrier,C1,carrier,NOUN,transportador
washtub,C1,washtub,NOUN,tina de lavar
apt,C1,apt,ADJ,apto
apt to,C1,apt,ADJ,apto para
portable,C1,portable,ADJ,portátil
portable,C1,portable,ADJ,portátil
ornamental,C1,ornamental,PROPN,ornamental
placid,C1,placid,ADJ,plácido
placidly,C1,placidly,ADV,plácidamente
unmanageable,C1,unmanageable,ADJ,inmanejable
appliance,C1,appliance,NOUN,aparato
relinquish,C1,relinquish,PROPN,renunciar
tedious,C1,tedious,ADJ,tedioso
tedium,C1,tedium,VERB,tedio
exert,C1,exert,PROPN,ejercer
extortion,C1,extortion,NOUN,extorsión
alleviate,C1,alleviate,VERB,aliviar
elaborate,C1,elaborate,VERB,elaborar
elaborate,C1,elaborate,VERB,elaborar
elaboration,C1,elaboration,NOUN,elaboración
detest,C1,detest,ADV,detestar
detestable,C1,detestable,ADJ,detestable
suds,C1,sud,NOUN,jabonaduras
agreeable,C1,agreeable,ADJ,agradable
prowl,C1,prowl,VERB,merodear
speculate,C1,speculate,VERB,especular
speculation,C1,speculation,NOUN,especulación
speculative,C1,speculative,ADJ,especulativo
peacock,C1,peacock,NOUN,pavo real
disdain,C1,disdain,NOUN,desdén
reenact,C1,reenact,VERB,recrear
torment,C1,torment,NOUN,tormento
torment,C1,torment,NOUN,tormento
extravagance,C1,extravagance,NOUN,extravagancia
exploit,C1,exploit,VERB,explotar
exploitation,C1,exploitation,NOUN,explotación
mechanism,C1,mechanism,NOUN,mecanismo
hence,C1,hence,ADV,por eso
offspring,C1,offspring,NOUN,descendiente
implicate,C1,implicate,PROPN,implicar
fit,C1,fit,ADJ,adaptar
oblige,C1,oblige,VERB,obligar
drive,C1,drive,VERB,conducir
drive,C1,drive,VERB,conducir
collaborate,C1,collaborate,VERB,colaborar
collaborator,C1,collaborator,NOUN,colaborador
collaboration,C1,collaboration,NOUN,colaboración
collaborative,C1,collaborative,PROPN,colaborativo
showy,C1,showy,PROPN,llamativo
wrangle,C1,wrangle,PROPN,reñir a
premise,C1,premise,NOUN,premisa
advantageous,C1,advantageous,ADJ,ventajoso
parasite,C1,parasite,VERB,parásito
fanciful,C1,fanciful,ADJ,imaginario
poise,C1,poise,NOUN,equilibrio
customary,C1,customary,ADJ,acostumbrado
insightful,C1,insightful,ADJ,perspicaz
notable,C1,notable,ADJ,notable
vicious,C1,vicious,ADJ,vicioso
viciously,C1,viciously,ADV,viciosamente
pupil,C1,pupil,NOUN,alumno
withdrawn,C1,withdraw,VERB,retirado
withdrawal,C1,withdrawal,PROPN,retiro
torturous,C1,torturous,ADJ,tortuoso
depict,C1,depict,NOUN,representar
depiction,C1,depiction,NOUN,representación
upheaval,C1,upheaval,PROPN,convulsión
shortlist,C1,shortlist,PROPN,lista corta
shortlist,C1,shortlist,PROPN,lista corta
uneventful,C1,uneventful,ADJ,sin acontecimientos notables
pertinent,C1,pertinent,ADJ,pertinente
pertain to,C1,pertain,VERB,pertenecen a
daydream,C1,daydream,NOUN,ensueño
daydream,C1,daydream,NOUN,ensueño
protagonist,C1,protagonist,NOUN,protagonista
simplicity,C1,simplicity,NOUN,sencillez
blockbuster,C1,blockbuster,NOUN,éxito de taquilla
resonate,C1,resonate,VERB,resonar
sequel,C1,sequel,NOUN,continuación
irony,C1,irony,NOUN,ironía
acidic,C1,acidic,ADJ,ácido
align,C1,align,NOUN,alinear
alignment,C1,alignment,NOUN,alineación
manipulation,C1,manipulation,NOUN,manipulación
suitor,C1,suitor,NOUN,pretendiente
deceit,C1,deceit,PROPN,engaño
alienate,C1,alienate,ADV,enajenar
persuasively,C1,persuasively,ADV,de modo convincente
compel,C1,compel,VERB,obligar
confinement,C1,confinement,NOUN,confinamiento
minutiae,C1,minutia,NOUN,minucias
peasant,C1,peasant,NOUN,campesino
inexplicable,C1,inexplicable,ADJ,inexplicable
inexplicably,C1,inexplicably,ADV,inexplicablemente
pigeon,C1,pigeon,NOUN,paloma
harass,C1,harass,NOUN,acosar
harassment,C1,harassment,PROPN,acoso
believably,C1,believably,ADV,creíblemente
readable,C1,readable,ADJ,legible
cleverness,C1,cleverness,ADJ,astucia
persecute,C1,persecute,VERB,perseguir
persecution,C1,persecution,NOUN,persecución
smug,C1,smug,NOUN,presumido
smugly,C1,smugly,ADV,con aire de suficiencia
ferocious,C1,ferocious,ADJ,feroz
ferociously,C1,ferociously,ADV,ferozmente
hostile,C1,hostile,ADJ,hostil
hostility,C1,hostility,NOUN,hostilidad
dismay,C1,dismay,VERB,consternación
dismay,C1,dismay,VERB,consternación
methodical,C1,methodical,ADJ,metódico
ruthless,C1,ruthless,ADV,implacable
ruthlessness,C1,ruthlessness,VERB,crueldad
talkative,C1,talkative,VERB,charlatán
awe,C1,awe,PROPN,temor
clan,C1,clan,PROPN,clan
privileged,C1,privilege,VERB,privilegiado
crumble,C1,crumble,VERB,desmoronarse
crumb,C1,crumb,NOUN,miga
pace,C1,pace,NOUN,paso
closeness,C1,closeness,NOUN,cercanía
rarity,C1,rarity,NOUN,rareza
evoke,C1,evoke,VERB,evocar
repel,C1,repel,NOUN,repeler
repellant,C1,repellant,VERB,repelente
repellant,C1,repellant,VERB,repelente
aqua,C1,aqua,PROPN,agua
aquarium,C1,aquarium,NOUN,acuario
insightful,C1,insightful,ADJ,perspicaz
insightfully,C1,insightfully,ADV,perspicazmente
flashback,C1,flashback,NOUN,escena retrospectiva
self-worth,C1,self,NOUN,autoestima
agonize,C1,agonize,VERB,agonizar
cite,C1,cite,VERB,citar
citation,C1,citation,NOUN,citación
recite,C1,recite,VERB,recitar
ecstasy,C1,ecstasy,NOUN,éxtasis
ecstatic,C1,ecstatic,ADJ,extático
ecstatically,C1,ecstatically,ADV,extasiado
pleasurable,C1,pleasurable,ADJ,agradable
nature,C1,nature,NOUN,naturaleza
substantially,C1,substantially,ADV,sustancialmente
favorably/favourably,C1,favorably,ADV,favorablemente/favorablemente
diversity,C1,diversity,NOUN,diversidad
elitist,C1,elitist,PROPN,elitista
grumble,C1,grumble,ADJ,queja
rumble,C1,rumble,VERB,retumbar
rumble,C1,rumble,VERB,retumbar
neglectful,C1,neglectful,ADJ,negligente
roundup,C1,roundup,NOUN,redondeo
conscientious,C1,conscientious,ADJ,concienzudo
conscientiously,C1,conscientiously,ADV,concienzudamente
indefinite,C1,indefinite,ADJ,indefinido
indefinitely,C1,indefinitely,ADV,indefinidamente
atmospheric,C1,atmospheric,PROPN,atmosférico
fuse,C1,fuse,NOUN,fusible
fusion,C1,fusion,NOUN,fusión
robust,C1,robust,ADJ,robusto
robustly,C1,robustly,ADV,robustamente
dismal,C1,dismal,ADJ,triste
dismally,C1,dismally,ADV,tristemente
crave,C1,crave,NOUN,pedir
craving,C1,crave,VERB,antojo
prospective,C1,prospective,ADJ,futuro
swap,C1,swap,VERB,intercambio
remotely,C1,remotely,ADV,remotamente
splatter,C1,splatter,VERB,salpicar
automatic,C1,automatic,ADJ,automático
automatically,C1,automatically,ADV,automáticamente
exhaust,C1,exhaust,NOUN,escape
violet,C1,violet,NOUN,violeta
bubbly,C1,bubbly,ADV,burbujeante
chaotically,C1,chaotically,ADV,caóticamente
apprehensive,C1,apprehensive,VERB,aprensivo
settee,C1,settee,NOUN,sofá
trampoline,C1,trampoline,PROPN,trampolín
stamina,C1,stamina,PROPN,aguante
ploy,C1,ploy,VERB,táctica
dither,C1,dither,PROPN,vacilar
overalls,C1,overall,NOUN,mono
unison,C1,unison,PROPN,unísono
snail,C1,snail,NOUN,caracol
bliss,C1,bliss,PROPN,dicha
inexhaustible,C1,inexhaustible,ADJ,inagotable
acre,C1,acre,PROPN,acre
calf,C1,calf,NOUN,becerro
heifer,C1,heifer,NOUN,novilla
ewe,C1,ewe,PROPN,Ewe
adversary,C1,adversary,NOUN,adversario
victorious,C1,victorious,ADJ,victorioso
victoriously,C1,victoriously,ADV,victoriosamente
profound,C1,profound,ADJ,profundo
profoundly,C1,profoundly,ADV,profundamente
baldly,C1,baldly,ADV,calvamente
bald,C1,bald,ADJ,calvo
bearded,C1,beard,VERB,barbado
professionalism,C1,professionalism,NOUN,profesionalismo
artistically,C1,artistically,ADV,artísticamente
popularization,C1,popularization,NOUN,popularización
pendulum,C1,pendulum,NOUN,péndulo
predecessor,C1,predecessor,PROPN,predecesor
boast,C1,boast,NOUN,alarde
lapse,C1,lapse,PROPN,lapso
ceaseless,C1,ceaseless,NOUN,incesante
ceaselessly,C1,ceaselessly,ADV,sin cesar
climax,C1,climax,PROPN,clímax
climactic,C1,climactic,PROPN,culminante
anticlimactic,C1,anticlimactic,ADJ,anticlimático
scramble,C1,scramble,VERB,lucha
forfeit,C1,forfeit,PROPN,perder
twitch,C1,twitch,VERB,contracción nerviosa
twitch,C1,twitch,VERB,contracción nerviosa
intellect,C1,intellect,NOUN,intelecto
descent,C1,descent,NOUN,descenso
shed,C1,shed,VERB,cobertizo
exodus,C1,exodus,NOUN,éxodo
immortalize,C1,immortalize,VERB,inmortalizar
genome,C1,genome,VERB,genoma
fraction,C1,fraction,NOUN,fracción
faction,C1,faction,NOUN,facción
physique,C1,physique,NOUN,físico
utensil,C1,utensil,PROPN,utensilio
otter,C1,otter,PROPN,nutria
clammy,C1,clammy,NOUN,pegajoso
absolute,C1,absolute,VERB,absoluto
dispense,C1,dispense,NOUN,dispensar
dispensable,C1,dispensable,ADJ,dispensable
dispensary,C1,dispensary,NOUN,dispensario
indispensable,C1,indispensable,ADJ,indispensable
diverge,C1,diverge,VERB,divergir
divergence,C1,divergence,NOUN,divergencia
divergent,C1,divergent,ADJ,divergente
burst,C1,burst,VERB,explosión
superficial,C1,superficial,ADJ,superficial
superficially,C1,superficially,ADV,superficialmente
aesthetic,C1,aesthetic,ADJ,estético
aesthetically,C1,aesthetically,ADV,estéticamente
scrutinize/scrutinise,C1,scrutinize,NOUN,escudriñar/escudriñar
scrutiny,C1,scrutiny,NOUN,escrutinio
quip,C1,quip,VERB,sofismo
quip,C1,quip,VERB,sofismo
woo,C1,woo,NOUN,cortejar
criteria,C1,criterion,NOUN,criterios
plausible,C1,plausible,ADJ,plausible
plausibility,C1,plausibility,NOUN,plausibilidad
plausibly,C1,plausibly,ADV,plausiblemente
instinctive,C1,instinctive,ADJ,instintivo
instinctively,C1,instinctively,ADV,instintivamente
stylistic,C1,stylistic,PROPN,estilístico
stylistically,C1,stylistically,ADV,estilísticamente
inheritance,C1,inheritance,NOUN,herencia
inherent,C1,inherent,ADJ,inherente
inherently,C1,inherently,ADV,inherentemente
tune,C1,tune,NOUN,melodía
spontaneous,C1,spontaneous,ADJ,espontáneo
spontaneously,C1,spontaneously,ADV,espontáneamente
honk,C1,honk,VERB,bocinazo
honk,C1,honk,VERB,bocinazo
goose,C1,goose,NOUN,ganso
innovate,C1,innovate,VERB,innovar
innovation,C1,innovation,NOUN,innovación
innovative,C1,innovative,ADJ,innovador
connoisseur,C1,connoisseur,PROPN,conocedor
abstraction,C1,abstraction,NOUN,abstracción
tantrum,C1,tantrum,NOUN,berrinche
institute,C1,institute,PROPN,instituto
discard,C1,discard,PROPN,desechar
fatality,C1,fatality,NOUN,fatalidad
angle,C1,angle,PROPN,ángulo
stiffen,C1,stiffen,PROPN,endurecer
wooded,C1,woode,VERB,enselvado
hostile,C1,hostile,ADJ,hostil
hostility,C1,hostility,NOUN,hostilidad
flatter,C1,flatter,VERB,halagar
flattery,C1,flattery,NOUN,adulación
aimless,C1,aimless,PROPN,sin objetivo
aimlessly,C1,aimlessly,ADV,sin rumbo
meaningless,C1,meaningless,ADJ,sin sentido
meaninglessly,C1,meaninglessly,ADV,sin sentido
candid,C1,candid,VERB,sincero
candidly,C1,candidly,ADV,sinceramente
vitality,C1,vitality,NOUN,vitalidad
provoke,C1,provoke,VERB,provocar
provocative,C1,provocative,ADJ,provocativo
provocatively,C1,provocatively,ADV,provocativamente
clench,C1,clench,NOUN,apretar
haggle,C1,haggle,PROPN,regatear
scorn,C1,scorn,ADJ,desdén
scornful,C1,scornful,ADJ,desdeñoso
scornfully,C1,scornfully,ADV,desdeñosamente
animatedly,C1,animatedly,ADV,animadamente
obscure,C1,obscure,ADJ,oscuro
obscure,C1,obscure,ADJ,oscuro
obscurely,C1,obscurely,ADV,oscuramente
elevate,C1,elevate,NOUN,elevar
elevation,C1,elevation,NOUN,elevación
pose,C1,pose,VERB,pose
tedious,C1,tedious,ADJ,tedioso
tediously,C1,tediously,ADV,tediosamente
succession,C1,succession,NOUN,sucesión
formality,C1,formality,NOUN,formalidad
jog,C1,jog,PROPN,sacudida
mountaineer,C1,mountaineer,NOUN,alpinista
pioneer,C1,pioneer,NOUN,pionero
pioneer,C1,pioneer,NOUN,pionero
quest,C1,quest,VERB,búsqueda
transatlantic,C1,transatlantic,ADJ,transatlántico
rudiments,C1,rudiment,NOUN,rudimentos
rudimentary,C1,rudimentary,ADJ,rudimentario
paddle,C1,paddle,NOUN,paleta
immense,C1,immense,NOUN,inmenso
immensely,C1,immensely,ADV,inmensamente
advisory,C1,advisory,NOUN,consultivo
trying,C1,try,VERB,intentando
adrenaline,C1,adrenaline,NOUN,adrenalina
tinker,C1,tinker,PROPN,gitano
tinker,C1,tinker,PROPN,gitano
lavatory,C1,lavatory,PROPN,lavabo
expedition,C1,expedition,NOUN,expedición
pinnacle,C1,pinnacle,PROPN,pináculo
insecure,C1,insecure,VERB,inseguro
insecurely,C1,insecurely,ADV,inseguramente
reassure,C1,reassure,NOUN,tranquilizar
reassurance,C1,reassurance,NOUN,seguridades
insensitive,C1,insensitive,ADJ,insensible
insensitively,C1,insensitively,ADV,insensiblemente
profess,C1,profess,ADJ,profesar
drawback,C1,drawback,NOUN,inconveniente
resort,C1,resort,NOUN,complejo
resort,C1,resort,NOUN,complejo
oversee,C1,oversee,NOUN,superentender
overseer,C1,overseer,VERB,capataz
estimation,C1,estimation,NOUN,estimación
commission,C1,commission,PROPN,comisión
commission,C1,commission,PROPN,comisión
liaison,C1,liaison,NOUN,enlace
